probe_id	orf_id	wormbase_id	gene_symbol
cea2.i.27138	K01G12.3	WBGene00010483	
cea2.i.27734	R08C7.11	WBGene00019954	
cea2.i.27879	R10H10.4	WBGene00011223	
cea2.i.28572	T23G4.5	WBGene00011961	
cea2.i.28654	T28C6.1	WBGene00012118	grsp-2
cea2.i.29359	Y17G9A.4	WBGene00021197	
cea2.i.29478	Y37E11AL.1	WBGene00021357	
cea2.i.30333	Y4C6A.1	WBGene00021151	
cea2.i.30422	Y52D5A.2	WBGene00021793	
cea2.i.31253	Y73F8A.23	WBGene00013528	
cea2.i.31395	Y94H6A.1	WBGene00022374	nhr-277
cea2.i.32030	B0250.8	WBGene00007125	
cea2.i.32101	B0462.2	WBGene00005580	sri-68
cea2.i.32684	C06B3.10	WBGene00006277	str-250
cea2.i.32798	C07G3.2	WBGene00015574	irg-1
cea2.i.33407	C15H11.2	WBGene00007614	gnrr-2
cea2.i.33512	C17E7.2	WBGene00005404	srh-190
cea2.i.34124	C34D1.1	WBGene00007929	dmd-10
cea2.i.34803	C50E3.10	WBGene00016821	scl-26
cea2.i.34884	C50H11.10	WBGene00016856	srt-15
cea2.i.35583	D1065.5	WBGene00005421	srh-211
cea2.i.35693	E01B7.2	WBGene00008442	
cea2.i.36235	F10G2.3	WBGene00017364	clec-7
cea2.i.36289	F11A5.5	WBGene00008673	
cea2.i.36902	F18E3.4	WBGene00005815	srw-68
cea2.i.36998	F19F10.5	WBGene00017601	ets-7
cea2.i.37728	F26F2.3	WBGene00009168	
cea2.i.37850	F28B1.6	WBGene00005578	sri-66
cea2.i.38528	F36H9.4	WBGene00018112	
cea2.i.38613	F38B7.2	WBGene00009533	
cea2.i.39240	F46B3.3	WBGene00009758	ttr-11
cea2.i.39306	F47B8.6	WBGene00009807	pepm-1
cea2.i.39914	F55A11.8	WBGene00010081	
cea2.i.40024	F56E10.2	WBGene00018976	daam-1
cea2.i.40612	H10D18.5	WBGene00019180	
cea2.i.40709	H23N18.3	WBGene00019234	ugt-8
cea2.i.41255	K06H6.4	WBGene00019452	
cea2.i.41335	K07C6.15	WBGene00005961	srx-70
cea2.i.42036	M03F8.4	WBGene00019763	galt-1
cea2.i.42138	R02D5.4	WBGene00010978	
cea2.i.42863	R11G11.12	WBGene00020015	nhr-210
cea2.i.42950	R13D11.3	WBGene00020057	
cea2.i.43750	T05H4.3	WBGene00020266	
cea2.i.43847	T06C12.5	WBGene00011514	fbxa-198
cea2.i.44522	T13F3.2	WBGene00011750	nhr-218
cea2.i.44586	T15B7.5	WBGene00000714	col-141
cea2.i.45251	T26E4.11	WBGene00005796	srw-49
cea2.i.45325	T26H2.5	WBGene00012067	sqst-3
cea2.i.45974	W09D12.2	WBGene00005212	srg-55
cea2.i.46056	Y102A5C.9	WBGene00013616	fbxa-148
cea2.i.46700	Y38H6C.10	WBGene00012623	fbxa-149
cea2.i.46811	Y38H6C.4	WBGene00012617	
cea2.i.47510	Y50E8A.1	WBGene00013046	
cea2.i.47615	Y51A2A.5	WBGene00013061	
cea2.i.48228	Y94A7B.5	WBGene00005502	srh-298
cea2.i.48305	Y97E10B.6	WBGene00005902	srx-11
cea2.i.49039	ZK262.1	WBGene00005417	srh-207
cea2.i.49142	ZK488.1	WBGene00022755	nhr-250
cea2.i.49892	C04B4.5	WBGene00007293	
cea2.i.50011	C05E11.7	WBGene00015496	
cea2.i.50720	C18B12.5	WBGene00007667	fbxa-97
cea2.i.50952	C24H10.2	WBGene00016068	
cea2.i.51677	C44C10.5	WBGene00008086	
cea2.i.51760	C47D2.1	WBGene00016738	
cea2.i.52503	F09F9.2	WBGene00017307	
cea2.i.52579	F13C5.3	WBGene00017424	
cea2.i.53219	F23A7.3	WBGene00009068	
cea2.i.54054	F47B10.4	WBGene00009815	
cea2.i.54139	F48B9.5	WBGene00018591	npax-2
cea2.i.54946	F56C3.6	WBGene00018943	dgn-2
cea2.i.55090	F59F5.5	WBGene00010344	
cea2.i.55854	K09F5.5	WBGene00019584	set-12
cea2.i.55956	M02D8.1	WBGene00019727	zig-12
cea2.i.56799	T03G11.8	WBGene00006983	zig-6
cea2.i.57595	T24C2.2	WBGene00011981	
cea2.i.57673	T25B6.3	WBGene00020789	
cea2.i.58335	ZC374.1	WBGene00013871	gnrr-3
cea2.i.58494	ZK1086.2	WBGene00014216	
cea2.i.58841	F10A3.15	WBGene00006162	str-111
cea2.i.58956	T05B4.12	WBGene00020243	
cea2.i.58976	T15B7.4	WBGene00000715	col-142
cea2.i.59077	ZC239.16	WBGene00022574	
cea2.i.59103	B0391.10	WBGene00007165	
cea2.i.59402	F45E4.1	WBGene00000190	arf-1.1
cea2.i.59444	F56A4.11	WBGene00018919	
cea2.i.59716	Y48G1BM.7	WBGene00021672	
cea2.i.59760	Y59E9AR.6	WBGene00022001	thn-7
cea2.i.59958	T20D4.13	WBGene00020619	
cea2.i.59974	Y23H5B.2	WBGene00021273	
cea2.p.00030	B0019.1	WBGene00000138	amx-2
cea2.p.02674	C27A12.3	WBGene00006492	let-391
cea2.p.02900	C32E8.5	WBGene00016323	
cea2.p.05600	C54G4.7	WBGene00008317	
cea2.p.05901	D1081.9	WBGene00008387	
cea2.p.07910	F25H2.8	WBGene00006720	ubc-25
cea2.p.08206	F26E4.10	WBGene00009163	drsh-1
cea2.p.100360	Y4C6B.5	WBGene00021159	
cea2.p.100524	Y17G9B.8	WBGene00021205	
cea2.p.102061	Y51H4A.9	WBGene00000710	col-137
cea2.p.102205	Y54G2A.15	WBGene00021880	
cea2.p.104036	Y69E1A.2	WBGene00013474	
cea2.p.104328	Y73B6BL.19	WBGene00022240	shl-1
cea2.p.105912	ZK593.5	WBGene00001017	dnc-1
cea2.p.107648	C04E6.5	WBGene00015422	
cea2.p.107828	C05C8.6	WBGene00015463	hpo-9
cea2.p.109760	C27A7.1	WBGene00007753	
cea2.p.11011	F47G6.4	WBGene00004969	spe-15
cea2.p.111734	D1014.3	WBGene00017016	snap-1
cea2.p.111924	D2023.7	WBGene00000731	col-158
cea2.p.113487	F17C11.11	WBGene00008922	
cea2.p.11379	F53B6.4	WBGene00009959	
cea2.p.115558	F31D4.5	WBGene00009292	
cea2.p.115786	F32F2.1	WBGene00009337	uig-1
cea2.p.117536	F52E1.5	WBGene00018694	
cea2.p.117898	F53E10.1	WBGene00018758	
cea2.p.119776	H12D21.10	WBGene00010386	
cea2.p.120198	H37A05.1	WBGene00010425	lpin-1
cea2.p.121946	R02F11.4	WBGene00019842	
cea2.p.122170	R07B7.6	WBGene00011090	
cea2.p.123724	T06A1.2	WBGene00005604	srj-16
cea2.p.123980	T07C12.11	WBGene00011575	madf-4
cea2.p.125660	T23B12.6	WBGene00020721	
cea2.p.125895	T25F10.3	WBGene00020806	
cea2.p.127835	Y38C9A.2	WBGene00000480	cgp-1
cea2.p.127995	Y39B6A.17	WBGene00003685	nhr-95
cea2.p.12944	F58D5.5	WBGene00010244	
cea2.p.129670	Y59A8B.8	WBGene00013345	
cea2.p.13116	H05L14.2	WBGene00010367	
cea2.p.131332	ZK287.8	WBGene00001842	her-1
cea2.p.133067	C07A12.1	WBGene00001821	ham-2
cea2.p.133242	C09B8.6	WBGene00002023	hsp-25
cea2.p.135412	C30G4.3	WBGene00001537	gcy-11
cea2.p.135661	C33D3.5	WBGene00007896	
cea2.p.137896	C52B9.8	WBGene00016868	
cea2.p.138227	C54G7.2	WBGene00016934	mboa-3
cea2.p.140463	F14B8.4	WBGene00017446	
cea2.p.140791	F15A8.5	WBGene00001052	dop-1
cea2.p.143313	F35B3.7	WBGene00018033	
cea2.p.143700	F39B3.2	WBGene00018191	frpr-7
cea2.p.146397	F52B10.1	WBGene00003776	nmy-1
cea2.p.146532	F52E4.6	WBGene00006948	wrt-2
cea2.p.14877	M01E5.6	WBGene00010808	sepa-1
cea2.p.14897	M01E11.2	WBGene00019711	
cea2.p.151104	R03E9.4	WBGene00002149	irk-1
cea2.p.151286	R04D3.3	WBGene00011011	
cea2.p.153654	T10B10.1	WBGene00000618	col-41
cea2.p.153879	T10H10.2	WBGene00020426	
cea2.p.156089	W10G6.2	WBGene00004789	sgk-1
cea2.p.156328	Y41G9A.2	WBGene00021526	
cea2.p.158077	F28D1.5	WBGene00009215	thn-2
cea2.p.158377	C18D4.8	WBGene00007677	
cea2.p.158392	F37A8.2	WBGene00009502	
cea2.p.17275	T19B4.4	WBGene00001039	dnj-21
cea2.p.17659	T22A3.3	WBGene00003083	lst-1
cea2.p.19383	W05F2.6	WBGene00021038	
cea2.p.19600	W09G3.5	WBGene00012368	fbxa-93
cea2.p.21489	Y47H9C.2	WBGene00012948	dhhc-2
cea2.p.21695	Y48G1A.6	WBGene00021661	mbtr-1
cea2.p.23359	Y71A12B.12	WBGene00013509	
cea2.p.23525	Y71F9B.2	WBGene00022126	
cea2.p.25282	Y106G6H.1	WBGene00013716	
cea2.p.25610	Y110A7A.12	WBGene00004959	spe-5
cea2.p.28211	B0304.3	WBGene00015135	cyp-23A1
cea2.p.30486	C16C8.10	WBGene00015848	
cea2.p.30682	C17G10.6	WBGene00015918	
cea2.p.32776	C41C4.8	WBGene00008053	cdc-48.2
cea2.p.33108	C47D12.2	WBGene00008136	
cea2.p.34911	F01D5.7	WBGene00008497	
cea2.p.35454	F07H5.2	WBGene00004790	sgn-1
cea2.p.37517	F23F1.6	WBGene00017747	
cea2.p.37856	F28A10.2	WBGene00017870	
cea2.p.39777	F45C12.6	WBGene00018437	btb-8
cea2.p.40038	F46C5.10	WBGene00009785	
cea2.p.41971	H41C03.1	WBGene00019268	
cea2.p.42214	K02E7.1	WBGene00019306	
cea2.p.44091	R05G9R.1	WBGene00019906	
cea2.p.44402	R06B9.5	WBGene00011056	
cea2.p.46686	T09F3.1	WBGene00011661	ztf-27
cea2.p.46836	T13B5.9	WBGene00020476	
cea2.p.48551	W03C9.7	WBGene00003228	mex-1
cea2.p.48751	W07G1.7	WBGene00012334	
cea2.p.50578	Y48C3A.7	WBGene00003119	mac-1
cea2.p.50848	Y48E1B.8	WBGene00013007	
cea2.p.52653	Y110A2AL.9	WBGene00022445	
cea2.p.53020	ZK20.4	WBGene00013925	
cea2.p.54634	B0284.1	WBGene00007131	
cea2.p.54827	B0303.8	WBGene00015129	sdz-1
cea2.p.56669	C07A9.5	WBGene00007401	
cea2.p.56956	C09F5.1	WBGene00015647	
cea2.p.59053	C34E10.11	WBGene00016412	mrps-26
cea2.p.60897	F01F1.9	WBGene00017163	dnpp-1
cea2.p.63446	F35G12.11	WBGene00009444	
cea2.p.63698	F37C12.1	WBGene00018149	
cea2.p.65922	F54G8.2	WBGene00000960	dgk-3
cea2.p.66225	F56D2.2	WBGene00018964	
cea2.p.68082	K06H7.3	WBGene00019457	vms-1
cea2.p.70961	R13A5.4	WBGene00020048	lgc-12
cea2.p.71483	R74.1	WBGene00003073	lars-1
cea2.p.73500	T16G12.4	WBGene00011805	
cea2.p.74014	T19C3.2	WBGene00020560	
cea2.p.75824	Y32H12A.6	WBGene00021314	
cea2.p.76075	Y37D8A.18	WBGene00012556	mrps-10
cea2.p.77341	Y47D3A.15	WBGene00012928	aakb-2
cea2.p.77719	Y47D3B.5	WBGene00006683	twk-31
cea2.p.79355	Y66A7A.4	WBGene00013424	
cea2.p.79547	Y66D12A.21	WBGene00013446	
cea2.p.81377	ZC84.6	WBGene00013849	
cea2.p.81673	ZK112.7	WBGene00000395	cdh-3
cea2.p.83667	ZK1236.1	WBGene00022862	
cea2.p.83892	B0035.2	WBGene00001020	dnj-2
cea2.p.86557	C18H7.7	WBGene00015997	
cea2.p.86693	C25G4.10	WBGene00007736	igdb-2
cea2.p.88402	C47E12.2	WBGene00008147	
cea2.p.88702	C49C3.5	WBGene00008195	ceh-88
cea2.p.91018	F21D5.3	WBGene00009008	
cea2.p.92980	F45E4.9	WBGene00001975	hmg-5
cea2.p.93276	F49E11.11	WBGene00009896	scl-3
cea2.p.95038	JC8.13	WBGene00006466	tag-115
cea2.p.95271	K07F5.8	WBGene00010636	
cea2.p.96778	R09E10.2	WBGene00011172	
cea2.p.97078	R11A8.6	WBGene00002152	iars-1
cea2.p.99086	T22D1.4	WBGene00020683	ribo-1
cea2.p.99301	T25B9.3	WBGene00012009	
cea2.3.01562	C04E12.10	WBGene00015439	
cea2.3.07466	D1025.4	WBGene00008356	nspc-20
cea2.3.12772	F33D11.12	WBGene00018009	dhhc-3
cea2.3.13147	F35E2.7	WBGene00009414	
cea2.3.21673	R10F2.6	WBGene00019997	
cea2.3.24435	T19B4.1	WBGene00020556	pamn-1
cea2.3.24635	T20G5.5	WBGene00004255	epac-1
cea2.3.29281	Y53G8AR.9	WBGene00021816	
cea2.c.00227	B0414.3	WBGene00001856	hil-5
cea2.c.01566	C50F2.10	WBGene00000013	abf-2
cea2.c.01747	D1007.12	WBGene00004436	rpl-24.1
cea2.c.03362	F36D1.1	WBGene00009461	madf-2
cea2.c.03615	F40E3.5	WBGene00018232	
cea2.c.05216	M01E11.5	WBGene00000474	cey-3
cea2.c.05320	R09B3.1	WBGene00001372	exo-3
cea2.c.07154	Y18H1A.6	WBGene00004028	pif-1
cea2.c.08763	ZK524.1	WBGene00004958	spe-4
cea2.c.09079	B0495.5	WBGene00015204	
cea2.c.10995	F08G2.4	WBGene00008576	
cea2.c.11194	F11G11.3	WBGene00001754	gst-6
cea2.c.12679	F55C12.4	WBGene00018871	
cea2.c.13195	K01A2.2	WBGene00001391	far-7
cea2.c.14465	T27A1.6	WBGene00003106	mab-9
cea2.c.16089	ZK1320.3	WBGene00014253	
cea2.c.18237	C56G7.3	WBGene00008348	
cea2.c.18644	F09G8.6	WBGene00000666	col-91
cea2.c.20440	F59A2.1	WBGene00003795	npp-9
cea2.c.21119	K01G5.6	WBGene00004361	rib-2
cea2.c.23055	T20G5.2	WBGene00000833	cts-1
cea2.c.23245	T23G5.5	WBGene00000934	dat-1
cea2.c.24669	Y71H2AM.23	WBGene00007000	tufm-1
cea2.c.24853	Y82E9BR.14	WBGene00022347	
cea2.c.27817	F26D10.10	WBGene00001606	gln-5
cea2.c.28375	F33D4.3	WBGene00001456	flp-13
cea2.c.30087	K08F4.3	WBGene00010678	
cea2.c.30351	LLC1.2	WBGene00010793	
cea2.c.31874	Y41E3.8	WBGene00012766	
cea2.c.32975	ZK593.6	WBGene00002981	lgg-2
cea2.c.33118	B0024.9	WBGene00007099	trx-2
cea2.c.34793	C52E4.3	WBGene00004917	snr-4
cea2.c.34938	CD4.3	WBGene00016989	
cea2.c.36144	F38E1.5	WBGene00001664	gpa-2
cea2.c.36322	F44C8.6	WBGene00003646	nhr-56
cea2.c.37683	R09A1.5	WBGene00019975	flp-34
cea2.c.37833	R186.3	WBGene00011306	
cea2.c.39537	Y39B6A.36	WBGene00012694	
cea2.c.39766	Y45G12B.1	WBGene00021562	nuo-5
cea2.c.41210	C11G6.4	WBGene00003624	nhr-28
cea2.c.41499	C16B8.1	WBGene00003007	lin-18
cea2.c.44209	F20D1.3	WBGene00008975	
cea2.c.44517	F35C8.3	WBGene00002177	jkk-1
cea2.c.46757	K07E3.3	WBGene00000929	dao-3
cea2.c.46985	K11G12.5	WBGene00019656	
cea2.c.48472	Y15E3A.4	WBGene00012443	
cea2.c.48611	Y102A11A.5	WBGene00022415	
cea2.d.00014	B0035.10	WBGene00001919	his-45
cea2.d.00599	C11E4.3	WBGene00007518	del-8
cea2.d.02540	F19G12.7	WBGene00000025	abu-2
cea2.d.03271	F40G12.10	WBGene00009605	
cea2.d.03387	F42C5.7	WBGene00001713	grl-4
cea2.d.04622	K09F6.5	WBGene00019588	
cea2.d.07213	Y69H2.2	WBGene00013480	egas-3
cea2.d.08173	C13A2.10	WBGene00015726	
cea2.d.10610	C04G2.5	WBGene00007306	
cea2.d.16106	C39B10.6	WBGene00001252	elt-4
cea2.d.16260	C40H5.6	WBGene00008048	hpo-41
cea2.d.17541	C51E3.9	WBGene00008254	
cea2.d.19033	F07B7.8	WBGene00017189	
cea2.d.19183	F08E10.6	WBGene00005330	srh-111
cea2.d.20684	F14D2.2	WBGene00017451	
cea2.d.21704	F22E5.4	WBGene00005559	sri-47
cea2.d.24406	F38C2.7	WBGene00009539	
cea2.d.27393	F49H6.3	WBGene00009907	
cea2.d.28983	F56A4.1	WBGene00003521	nas-2
cea2.d.30660	F59F5.2	WBGene00010341	glo-3
cea2.d.34523	R02D5.7	WBGene00010980	
cea2.d.34730	R07B5.9	WBGene00045419	lsy-12
cea2.d.38099	T08D2.7	WBGene00011612	
cea2.d.39388	T20D4.8	WBGene00020614	
cea2.d.40582	T28A11.21	WBGene00020883	fbxa-64
cea2.d.42788	Y19D10A.8	WBGene00021223	
cea2.d.43845	Y43F8B.7	WBGene00012818	
cea2.d.44026	Y45F10B.3	WBGene00012871	
cea2.d.44919	Y51H4A.12	WBGene00013106	set-26
cea2.d.45008	Y53F4B.30	WBGene00001775	gst-27
cea2.d.46315	Y68A4A.1	WBGene00005413	srh-202
cea2.d.46981	Y73F8A.14	WBGene00013523	
cea2.d.48138	ZK1025.5	WBGene00014185	
cea2.d.50125	ZK938.6	WBGene00014162	chil-9
cea2.i.00548	C26C6.6	WBGene00007740	
cea2.i.00649	C31H5.5	WBGene00007856	
cea2.i.01519	E03H4.7	WBGene00008475	oac-13
cea2.i.01610	F11A6.2	WBGene00008681	scrm-4
cea2.i.02414	F36D1.5	WBGene00009464	
cea2.i.03274	F58H10.1	WBGene00010291	
cea2.i.03378	H27M09.5	WBGene00019248	
cea2.i.04332	T06G6.6	WBGene00011548	
cea2.i.05154	W02D3.6	WBGene00007057	ant-1.2
cea2.i.05266	W04A8.6	WBGene00012241	
cea2.i.05967	Y44E3A.4	WBGene00021549	
cea2.i.06158	Y47H9C.15	WBGene00012957	
cea2.i.07060	Y71F9B.1	WBGene00022125	
cea2.i.07219	Y87G2A.11	WBGene00013599	
cea2.i.08229	B0304.7	WBGene00005060	sra-34
cea2.i.08323	B0454.4	WBGene00005541	sri-29
cea2.i.09076	C16C4.6	WBGene00015830	fbxb-98
cea2.i.09159	C17A2.4	WBGene00015872	
cea2.i.09888	C34F11.2	WBGene00016414	
cea2.i.09965	C41H7.2	WBGene00016572	
cea2.i.10687	F07H5.7	WBGene00008558	
cea2.i.10781	F09C12.1	WBGene00001588	ggr-3
cea2.i.11567	F26G1.3	WBGene00017839	
cea2.i.11666	F28C6.5	WBGene00009205	
cea2.i.12310	F41C3.7	WBGene00018273	
cea2.i.12398	F43C11.4	WBGene00018381	
cea2.i.13045	F54D10.4	WBGene00018805	
cea2.i.13173	F54H5.5	WBGene00018841	
cea2.i.13857	K07D4.4	WBGene00019484	
cea2.i.13978	K09F6.8	WBGene00019591	fbxc-25
cea2.i.14758	R52.5	WBGene00020077	
cea2.i.15550	T16A1.4	WBGene00020535	
cea2.i.15658	T19H5.3	WBGene00011848	chil-27
cea2.i.16360	W10G11.16	WBGene00021146	lgc-45
cea2.i.16441	Y110A2AL.6	WBGene00022443	
cea2.i.17216	Y51H7C.2	WBGene00021780	scl-17
cea2.i.17317	Y54E2A.8	WBGene00013193	
cea2.i.17923	ZK355.4	WBGene00022714	irld-64
cea2.i.18068	ZK666.8	WBGene00014048	
cea2.i.18867	C29F9.6	WBGene00016221	
cea2.i.18982	C38D4.8	WBGene00000193	arl-6
cea2.i.19757	F54D8.4	WBGene00000279	cah-1
cea2.i.19983	H09G03.1	WBGene00019174	
cea2.i.20915	T20H9.4	WBGene00020640	fbxa-73
cea2.i.21052	T27E9.8	WBGene00012098	fbxb-86
cea2.i.21952	Y53G8AL.3	WBGene00021801	
cea2.i.22073	Y54F10BM.13	WBGene00021867	
cea2.i.22841	ZK1236.5	WBGene00022864	
cea2.i.22923	ZK637.4	WBGene00014024	
cea2.i.23576	C10C6.2	WBGene00007006	npr-3
cea2.i.23680	C18H7.9	WBGene00015999	prmt-4
cea2.i.24411	C45E5.1	WBGene00016664	
cea2.i.24557	C46C2.3	WBGene00008111	
cea2.i.25272	F13E9.4	WBGene00008753	
cea2.i.25363	F17E9.4	WBGene00017541	
cea2.i.26052	F42A9.5	WBGene00018334	cyp-33E2
cea2.i.26889	H06H21.2	WBGene00005842	srw-95
cea2.i.27569	M18.6	WBGene00010891	
cea2.i.27662	R05A10.5	WBGene00011022	
cea2.i.28378	T13A10.13	WBGene00005744	ops-1
cea2.i.28475	T22B11.2	WBGene00044620	bus-4
cea2.i.29164	Y116A8B.4	WBGene00013781	
cea2.i.30131	Y43B11AL.3	WBGene00005811	srw-64
cea2.i.30245	Y45F10D.10	WBGene00012889	
cea2.i.31044	Y69A2AR.25	WBGene00022096	
cea2.i.31145	Y73B6BL.13	WBGene00003237	mif-4
cea2.i.31821	AC3.8	WBGene00007073	ugt-2
cea2.i.31919	B0213.9	WBGene00006274	str-247
cea2.i.32511	C04E6.10	WBGene00005093	srd-15
cea2.i.32611	C04F5.5	WBGene00015447	srab-2
cea2.i.33242	C13D9.9	WBGene00015739	ugt-7
cea2.i.33322	C14C11.7	WBGene00015769	
cea2.i.33975	C29G2.5	WBGene00016233	srt-58
cea2.i.34050	C31B8.9	WBGene00016284	
cea2.i.34594	C47E8.1	WBGene00008141	
cea2.i.34721	C50B6.10	WBGene00006072	str-4
cea2.i.35400	C55A1.6	WBGene00008323	
cea2.i.35469	CD4.8	WBGene00016993	
cea2.i.36083	F09F3.13	WBGene00006028	srx-137
cea2.i.36149	F10A3.5	WBGene00006161	str-109
cea2.i.36685	F15E11.10	WBGene00017496	srbc-15
cea2.i.36831	F16B4.3	WBGene00017505	
cea2.i.37537	F25E5.14	WBGene00005310	srh-89
cea2.i.37669	F26D11.6	WBGene00017823	
cea2.i.38308	F35F10.1	WBGene00018052	
cea2.i.38399	F36G9.1	WBGene00005804	srw-57
cea2.i.39082	F44A2.4	WBGene00018404	nhr-39
cea2.i.39151	F44G3.9	WBGene00003701	nhr-111
cea2.i.39722	F53F1.6	WBGene00009984	
cea2.i.39850	F53H2.1	WBGene00010004	
cea2.i.40441	F59B1.7	WBGene00005932	srx-41
cea2.i.40528	F59E11.13	WBGene00006143	str-84
cea2.i.41123	K04F1.5	WBGene00005229	srh-3
cea2.i.41193	K06B4.3	WBGene00010598	
cea2.i.41877	K12D9.12	WBGene00019676	irld-46
cea2.i.41949	M02H5.11	WBGene00005258	srh-35
cea2.i.42683	R09B5.7	WBGene00005611	srj-23
cea2.i.42774	R10D12.9	WBGene00011190	swt-6
cea2.i.43509	T04C12.2	WBGene00005296	srh-75
cea2.i.43573	T05B4.8	WBGene00020239	
cea2.i.44320	T10C6.4	WBGene00005935	srx-44
cea2.i.44429	T10H4.9	WBGene00005942	srx-51
cea2.i.45104	T23D5.1	WBGene00006093	str-27
cea2.i.45168	T24A6.15	WBGene00001737	grl-28
cea2.i.45788	W06A7.2	WBGene00012291	
cea2.i.45866	W06H8.2	WBGene00021066	
cea2.i.46500	Y32G9A.1	WBGene00001785	gst-37
cea2.i.46604	Y37H2A.8	WBGene00012568	fbxa-212
cea2.i.47316	Y47D7A.11	WBGene00021623	
cea2.i.47393	Y49C4A.6	WBGene00005632	srj-53
cea2.i.48001	Y73C8A.1	WBGene00006084	str-16
cea2.i.48116	Y75B12B.7	WBGene00005748	srw-1
cea2.i.48841	ZK1037.8	WBGene00005499	srh-295
cea2.i.48933	ZK218.1	WBGene00013935	
cea2.i.49658	B0563.8	WBGene00015265	
cea2.i.49765	C03B1.15	WBGene00166028	21ur-12998
cea2.i.50536	C15B12.6	WBGene00015787	
cea2.i.50637	C16D6.3	WBGene00007636	
cea2.i.51489	C39B10.2	WBGene00008022	lgc-41
cea2.i.52302	F02D10.1	WBGene00000756	col-183
cea2.i.52407	F07G6.6	WBGene00017225	fbxa-52
cea2.i.53007	F20B6.5	WBGene00017629	
cea2.i.53853	F43C9.3	WBGene00018377	hum-10
cea2.i.53941	F46F2.1	WBGene00009786	
cea2.i.54748	F55A4.3	WBGene00018855	
cea2.i.54837	F55E10.7	WBGene00018886	npr-28
cea2.i.55643	K08H2.3	WBGene00010690	
cea2.i.55737	K09C4.7	WBGene00019552	
cea2.i.56536	R09H3.2	WBGene00043469	
cea2.i.56618	R160.5	WBGene00020122	
cea2.i.57367	T21E8.4	WBGene00011902	
cea2.i.57457	T22E5.3	WBGene00020691	igdb-3
cea2.i.58101	Y62H9A.4	WBGene00013392	
cea2.i.58811	C43D7.7	WBGene00008069	
cea2.i.58921	K09G1.3	WBGene00010729	
cea2.i.58938	R09B5.5	WBGene00004139	pqn-54
cea2.i.59048	Y57G11C.27	WBGene00013320	srt-51
cea2.i.59062	Y73C8C.4	WBGene00022263	
cea2.i.59332	F28B1.1	WBGene00009195	hpo-33
cea2.i.59642	Y105C5A.22	WBGene00013641	
cea2.i.59934	F40D4.5	WBGene00009566	srsx-1
cea2.i.59946	K08E7.4	WBGene00010672	
cea2.i.64196	T07A9.1	WBGene00020295	pqbp-1.2
cea2.i.65970	Y47H9C.14	WBGene00012956	
cea2.p.02199	C17H1.4	WBGene00007657	
cea2.p.02378	C25A1.1	WBGene00007705	
cea2.p.04955	C46H11.2	WBGene00016728	
cea2.p.05258	C49A1.3	WBGene00008186	best-11
cea2.p.07442	F18C12.3	WBGene00008934	
cea2.p.07633	F22G12.3	WBGene00009063	
cea2.p.09747	F35E2.5	WBGene00009412	
cea2.p.100105	W05E7.1	WBGene00001692	grd-3
cea2.p.101661	Y43B11AL.2	WBGene00005941	srx-50
cea2.p.101902	Y45F10C.4	WBGene00012880	
cea2.p.103737	Y67H2A.2	WBGene00013461	
cea2.p.105196	Y116A8C.20	WBGene00013797	
cea2.p.105359	ZC410.2	WBGene00013880	mppb-1
cea2.p.107179	B0365.1	WBGene00007150	acly-2
cea2.p.107543	C01G10.1	WBGene00007230	
cea2.p.109191	C18C4.3	WBGene00015965	ugt-48
cea2.p.109556	C25D7.3	WBGene00004747	sdc-3
cea2.p.111402	C52A10.1	WBGene00016862	
cea2.p.111542	C54G10.3	WBGene00004060	pmp-3
cea2.p.113075	F15B9.1	WBGene00001387	far-3
cea2.p.113284	F16B4.8	WBGene00000387	cdc-25.2
cea2.p.115043	F26D2.10	WBGene00009149	
cea2.p.115334	F28F8.6	WBGene00006446	atx-3
cea2.p.117080	F44G3.8	WBGene00009709	fbxa-144
cea2.p.117327	F46F3.1	WBGene00000449	ceh-27
cea2.p.119331	F58E6.5	WBGene00010254	
cea2.p.119593	F59A7.2	WBGene00019090	
cea2.p.12139	F55H12.1	WBGene00004901	snf-2
cea2.p.121616	M03E7.2	WBGene00019754	
cea2.p.123276	T03D8.7	WBGene00011394	
cea2.p.123554	T05B11.1	WBGene00020245	
cea2.p.125262	T19H12.5	WBGene00005110	srd-32
cea2.p.125428	T21H3.5	WBGene00020664	
cea2.p.127425	Y17D7A.3	WBGene00003655	nhr-65
cea2.p.127620	Y32F6B.3	WBGene00012532	crp-1
cea2.p.128960	Y47A7.2	WBGene00021614	
cea2.p.12919	F58D5.1	WBGene00002000	hrp-2
cea2.p.130634	ZC15.6	WBGene00013834	clec-261
cea2.p.130944	ZC376.6	WBGene00013877	
cea2.p.132642	C04C11.2	WBGene00007296	arrd-25
cea2.p.132842	C05E11.3	WBGene00015494	
cea2.p.134913	C25B8.6	WBGene00003710	nhr-120
cea2.p.135165	C27C12.6	WBGene00007776	dmd-4
cea2.p.137333	C44E12.1	WBGene00016657	
cea2.p.137623	C46E1.2	WBGene00001556	gcy-36
cea2.p.139588	F10D7.2	WBGene00017339	
cea2.p.140241	F13B9.6	WBGene00017421	cutl-29
cea2.p.142582	F28C10.3	WBGene00017898	
cea2.p.145529	F47B10.2	WBGene00009813	haly-1
cea2.p.145750	F48E3.3	WBGene00018604	uggt-1
cea2.p.148148	F59D12.4	WBGene00001687	gpn-1
